pk_kpi;codigo;hospital;estado;total_int;tmi;int_cli;tmi_cli;cpi_cli;cpd_cli;total_diaria_cli;custo_total_cli;total_cobrado_cli;total_liberado_cli;total_glosado_cli;total_glosado_cli_perc;int_cir;tmi_cir;cpi_cir;cpd_cir;total_diaria_cir;custo_total_cir;total_cobrado_cir;total_liberado_cir;total_glosado_cir;total_glosado_cir_perc;total_cobrado;total_liberado;total_glosado;total_glosado_perc;referencia
649;36218;HOSPITAL PORTUGUES (REC);PE;436;4,305;247;6,1174;26.504,69;4.332,67;1511;6.546.657,68;6.581.065,92;6.546.657,68;34.408,24;0,52;189;1,9365;19.184,28;9.906,64;366;3.625.829,60;3.648.613,54;3.625.829,60;22.783,94;0,62;10.229.679,46;10.172.487,28;57.192,18;0,56;01/04/2022
650;36218;HOSPITAL PORTUGUES (REC);PE;406;5,6921;287;6,9756;27.513,86;3.944,30;2002;7.896.478,85;7.951.084,32;7.896.478,85;54.605,47;0,69;119;2,5966;21.039,63;8.102,64;309;2.503.715,52;2.535.142,46;2.503.715,52;31.426,94;1,24;10.486.226,78;10.400.194,37;86.032,41;0,82;01/05/2022
651;36218;HOSPITAL PORTUGUES (REC);PE;399;5,6792;274;7,2372;31.820,41;4.396,77;1983;8.718.792,51;8.773.896,03;8.718.792,51;55.103,52;0,63;125;2,264;23.667,41;10.453,80;283;2.958.426,36;2.994.451,52;2.958.426,36;36.025,16;1,2;11.768.347,55;11.677.218,87;91.128,68;0,77;01/06/2022
652;35416;HOSPITAL SANTA JOANA;PE;64;4,0781;43;5,4651;24.679,81;4.515,88;235;1.061.231,76;1.123.884,27;1.061.231,76;62.652,51;5,57;21;1,2381;13.542,32;10.938,02;26;284.388,64;298.734,59;284.388,64;14.345,95;4,8;1.422.618,86;1.345.620,40;76.998,46;5,41;01/01/2022
653;35416;HOSPITAL SANTA JOANA;PE;45;4,4;37;5,1081;17.119,99;3.351,53;189;633.439,64;690.277,87;633.439,64;56.838,23;8,23;8;1,125;8.951,88;7.957,22;9;71.615,01;79.619,18;71.615,01;8.004,17;10,05;769.897,05;705.054,65;64.842,40;8,42;01/02/2022
654;35416;HOSPITAL SANTA JOANA;PE;65;4,5692;42;6,2619;35.629,67;5.689,91;263;1.496.446,15;1.602.534,47;1.496.446,15;106.088,32;6,62;23;1,4783;16.340,87;11.054,12;34;375.840,08;391.888,42;375.840,08;16.048,34;4,1;1.994.422,89;1.872.286,23;122.136,66;6,12;01/03/2022
655;35416;HOSPITAL SANTA JOANA;PE;41;5,6098;27;7,2222;33.874,99;4.690,38;195;914.624,80;979.023,16;914.624,80;64.398,36;6,58;14;2,5;19.414,60;7.765,84;35;271.804,36;283.108,09;271.804,36;11.303,73;3,99;1.262.131,25;1.186.429,16;75.702,09;6;01/04/2022
656;35416;HOSPITAL SANTA JOANA;PE;82;3,1707;58;3,8621;12.651,09;3.275,73;224;733.763,08;886.380,43;733.763,08;152.617,35;17,22;24;1,5;18.139,54;12.093,03;36;435.349,00;468.586,24;435.349,00;33.237,24;7,09;1.354.966,67;1.169.112,08;185.854,59;13,72;01/05/2022
657;35416;HOSPITAL SANTA JOANA;PE;58;5,2586;46;6,3696;37.703,52;5.919,32;293;1.734.362,05;1.981.349,16;1.734.362,05;229.517,58;11,58;12;1;17.556,45;17.556,45;12;210.677,38;219.455,28;210.677,38;8.777,90;4;2.200.804,44;1.945.039,43;238.295,48;10,83;01/06/2022
658;421219;HOSPITAL SAO MARCOS;PE;36;2,7778;18;4,3889;9.153,85;2.085,69;79;164.769,21;167.630,33;164.769,21;2.861,12;1,71;18;1,1667;6.185,62;5.301,96;21;111.341,15;125.633,00;111.341,15;14.291,85;11,38;293.263,33;276.110,36;17.152,97;5,85;01/01/2022
659;421219;HOSPITAL SAO MARCOS;PE;50;2,36;23;4,2609;9.043,22;2.122,39;98;207.993,95;214.369,77;207.993,95;6.375,82;2,97;27;0,7407;7.639,30;10.313,06;20;206.261,21;240.701,88;206.261,21;34.440,67;14,31;455.071,65;414.255,16;40.816,49;8,97;01/02/2022
660;421219;HOSPITAL SAO MARCOS;PE;45;3,1556;15;7,6;25.323,89;3.332,09;114;379.858,31;396.502,24;379.858,31;16.643,93;4,2;30;0,9333;9.703,32;10.396,42;28;291.099,64;326.252,06;291.099,64;35.152,42;10,77;722.754,30;670.957,95;51.796,35;7,17;01/03/2022
661;421219;HOSPITAL SAO MARCOS;PE;31;2,0968;8;5,25;13.050,66;2.485,84;42;104.405,26;105.765,72;104.405,26;1.360,46;1,29;23;1;15.561,82;15.561,82;23;357.921,88;380.623,24;357.921,88;22.701,36;5,96;486.388,96;462.327,14;24.061,82;4,95;01/04/2022
662;421219;HOSPITAL SAO MARCOS;PE;50;4;31;5,1613;13.205,96;2.558,65;160;409.384,72;421.417,98;409.384,72;11.261,92;2,67;19;2,1053;13.446,29;6.386,99;40;255.479,53;282.342,86;255.479,53;26.684,33;9,45;703.760,84;664.864,25;37.946,25;5,39;01/05/2022
663;421219;HOSPITAL SAO MARCOS;PE;75;2,9733;32;5,7188;26.624,17;4.655,59;183;851.973,57;947.709,84;851.973,57;50.511,76;5,33;43;0,9302;11.285,25;12.131,65;40;485.265,95;521.875,43;485.265,95;36.609,48;7,01;1.469.585,27;1.337.239,52;87.121,24;5,93;01/06/2022
664;461814;INSTITUTO MEMORIAL DO VALE;PE;11;1,5455;6;2;1.427,66;713,83;12;8.565,98;8.639,98;8.565,98;74;0,86;5;1;5.532,34;5.532,34;5;27.661,68;27.661,68;27.661,68;0;0;36.301,66;36.227,66;74;0,2;01/03/2022
665;461814;INSTITUTO MEMORIAL DO VALE;PE;9;2;4;3,25;3.633,42;1.117,98;13;14.533,69;14.533,69;14.533,69;0;0;5;1;4.273,07;4.273,07;5;21.365,36;21.433,75;21.365,36;68,39;0,32;35.967,44;35.899,05;68,39;0,19;01/04/2022
666;461814;INSTITUTO MEMORIAL DO VALE;PE;26;2,8462;11;5,3636;14.233,28;2.653,66;59;156.566,10;159.100,56;156.566,10;2.534,46;1,59;15;1;22.934,50;22.934,50;15;344.017,53;344.321,66;344.017,53;304,13;0,09;503.422,22;500.583,63;2.838,59;0,56;01/05/2022
667;461814;INSTITUTO MEMORIAL DO VALE;PE;21;2,619;7;6;28.107,83;4.684,64;42;196.754,78;196.754,78;196.754,78;0;0;14;0,9286;27.578,05;29.699,44;13;386.092,67;386.147,55;386.092,67;54,88;0,01;582.902,33;582.847,45;54,88;0,01;01/06/2022
668;27111;NEUROCARDIO;PE;10;2,2;7;2,4286;2.401,12;988,7;17;16.807,83;16.924,22;16.807,83;116,39;0,69;3;1,6667;24.181,80;14.509,08;5;72.545,41;74.546,98;72.545,41;2.001,57;2,68;91.471,20;89.353,24;2.117,96;2,32;01/01/2022
669;27111;NEUROCARDIO;PE;9;5;8;5,375;6.132,46;1.140,92;43;49.059,69;49.098,79;49.059,69;39,1;0,08;1;2;63.275,22;31.637,61;2;63.275,22;63.979,06;63.275,22;703,84;1,1;113.077,85;112.334,91;742,94;0,66;01/02/2022
670;27111;NEUROCARDIO;PE;17;2,5294;14;2,7143;8.084,69;2.978,57;38;113.185,69;115.715,96;113.185,69;2.530,27;2,19;3;1,6667;7.189,27;4.313,56;5;21.567,80;22.380,22;21.567,80;812,42;3,63;138.096,18;134.753,49;3.342,69;2,42;01/03/2022
671;27111;NEUROCARDIO;PE;12;2,6667;9;3,1111;4.935,90;1.586,54;28;44.423,06;45.274,68;44.423,06;851,62;1,88;3;1,3333;45.947,46;34.460,60;4;137.842,38;138.444,49;137.842,38;602,11;0,43;183.719,17;182.265,44;1.453,73;0,79;01/04/2022
672;27111;NEUROCARDIO;PE;23;3,8261;16;5;10.620,97;2.124,19;80;169.935,49;172.531,75;169.935,49;2.596,26;1,5;7;1,1429;28.167,32;24.646,40;8;197.171,21;199.573,67;197.171,21;2.402,46;1,2;372.105,42;367.106,70;4.998,72;1,34;01/05/2022
673;27111;NEUROCARDIO;PE;17;3,1176;12;4;4.614,69;1.153,67;48;55.376,29;56.219,27;55.376,29;842,98;1,5;5;1;29.997,21;29.997,21;5;149.986,07;150.049,20;149.986,07;63,13;0,04;206.268,47;205.362,36;906,11;0,44;01/06/2022
674;227315;OTORRINOS RECIFE;PE;7;0,4286;0;0;0;0;0;0;0;0;0;0;7;0,4286;8.597,03;20.059,73;3;60.179,19;62.360,53;60.179,19;2.181,34;3,5;62.360,53;60.179,19;2.181,34;3,5;01/01/2022
675;227315;OTORRINOS RECIFE;PE;8;0,375;0;0;0;0;0;0;0;0;0;0;8;0,375;13.392,50;35.713,34;3;107.140,03;110.798,71;107.140,03;3.658,68;3,3;110.798,71;107.140,03;3.658,68;3,3;01/02/2022
676;227315;OTORRINOS RECIFE;PE;1;0;0;0;0;0;0;0;0;0;0;0;1;0;21.558,13;0;0;21.558,13;56.547,38;21.558,13;34.989,25;61,88;56.547,38;21.558,13;34.989,25;61,88;01/03/2022
677;227315;OTORRINOS RECIFE;PE;3;1;0;0;0;0;0;0;0;0;0;0;3;1;877,48;877,48;3;2.632,43;2.841,95;2.632,43;209,52;7,37;2.841,95;2.632,43;209,52;7,37;01/04/2022
678;227315;OTORRINOS RECIFE;PE;2;1;0;0;0;0;0;0;0;0;0;0;2;1;6.316,36;6.316,36;2;12.632,71;13.610,11;12.632,71;977,4;7,18;13.610,11;12.632,71;977,4;7,18;01/05/2022
679;227315;OTORRINOS RECIFE;PE;2;1;0;0;0;0;0;0;0;0;0;0;2;1;5.901,12;5.901,12;2;11.802,23;12.380,91;11.802,23;578,68;4,67;12.380,91;11.802,23;578,68;4,67;01/06/2022
680;267511;SOS MAO;PE;8;0;0;0;0;0;0;0;0;0;0;0;8;0;6.449,32;0;0;51.594,57;51.594,57;51.594,57;0;0;51.594,57;51.594,57;0;0;01/01/2022
681;267511;SOS MAO;PE;18;0,9444;1;1;4.037,18;4.037,18;1;4.037,18;4.037,18;4.037,18;0;0;17;0,9412;6.487,09;6.892,53;16;110.280,55;110.280,55;110.280,55;0;0;114.317,73;114.317,73;0;0;01/02/2022
682;267511;SOS MAO;PE;6;0,6667;0;0;0;0;0;0;0;0;0;0;6;0,6667;9.202,83;13.804,24;4;55.216,97;55.216,97;55.216,97;0;0;55.216,97;55.216,97;0;0;01/03/2022
683;267511;SOS MAO;PE;5;0,2;0;0;0;0;0;0;0;0;0;0;5;0,2;9.264,44;46.322,19;1;46.322,19;46.322,19;46.322,19;0;0;46.322,19;46.322,19;0;0;01/04/2022
684;267511;SOS MAO;PE;10;0,5;0;0;0;0;0;0;0;0;0;0;10;0,5;5.877,82;11.755,65;5;58.778,25;59.386,48;58.778,25;608,23;1,02;59.386,48;58.778,25;608,23;1,02;01/05/2022
685;267511;SOS MAO;PE;9;0;0;0;0;0;0;0;0;0;0;0;9;0;6.279,08;0;0;56.511,75;56.511,75;56.511,75;0;0;56.511,75;56.511,75;0;0;01/06/2022
686;58815;CASA DE SAUDE MAT TERESINA;PI;1;0;1;0;19.893,68;0;0;19.893,68;19.893,68;19.893,68;0;0;0;0;0;0;0;0;0;0;0;0;19.893,68;19.893,68;0;0;01/01/2022
687;58815;CASA DE SAUDE MAT TERESINA;PI;1;0;0;0;0;0;0;0;0;0;0;0;1;0;19.279,41;0;0;19.279,41;19.292,25;19.279,41;12,84;0,07;19.292,25;19.279,41;12,84;0,07;01/02/2022
688;118710;HOSPITAL SAO MARCOS;PI;10;1,3;0;0;0;0;0;0;0;0;0;0;10;1,3;9.969,22;7.668,63;13;99.692,19;102.314,12;99.692,19;2.621,93;2,56;102.314,12;99.692,19;2.621,93;2,56;01/02/2022
689;118710;HOSPITAL SAO MARCOS;PI;16;6,9375;7;14,5714;35.187,49;2.414,83;102;246.312,45;265.830,32;246.312,45;19.517,87;7,34;9;1;17.932,60;17.932,60;9;161.393,40;163.813,10;161.393,40;2.419,70;1,48;429.643,42;407.705,85;21.937,57;5,11;01/03/2022
690;118710;HOSPITAL SAO MARCOS;PI;8;2,25;4;3,25;5.491,39;1.689,66;13;21.965,55;23.169,52;21.965,55;1.203,97;5,2;4;1,25;9.941,11;7.952,89;5;39.764,43;44.303,21;39.764,43;4.538,78;10,24;67.472,73;61.729,98;5.742,75;8,51;01/05/2022
691;118710;HOSPITAL SAO MARCOS;PI;8;12,25;5;18;115.220,93;6.401,16;90;576.104,64;601.663,58;576.104,64;25.558,94;4,25;3;2,6667;56.271,65;21.101,87;8;168.814,95;171.740,03;168.814,95;2.925,08;1,7;773.403,61;744.919,59;28.484,02;3,68;01/06/2022
692;299413;HOSPITAL SAO PAULO;PI;1;1;1;1;1.230,52;1.230,52;1;1.230,52;1.281,91;1.230,52;51,39;4,01;0;0;0;0;0;0;0;0;0;0;1.281,91;1.230,52;51,39;4,01;01/02/2022
693;299413;HOSPITAL SAO PAULO;PI;2;1,5;0;0;0;0;0;0;0;0;0;0;2;1,5;13.836,37;9.224,25;3;27.672,74;28.184,16;27.672,74;511,42;1,81;28.184,16;27.672,74;511,42;1,81;01/03/2022
694;299413;HOSPITAL SAO PAULO;PI;1;1;0;0;0;0;0;0;0;0;0;0;1;1;4.519,35;4.519,35;1;4.519,35;4.597,58;4.519,35;78,23;1,7;4.597,58;4.519,35;78,23;1,7;01/06/2022
695;320218;PRONTO MED ADULTO;PI;7;0;1;0;4.250,00;0;0;4.250,00;4.250,00;4.250,00;0;0;6;0;13.083,43;0;0;78.500,56;78.500,56;78.500,56;0;0;82.750,56;82.750,56;0;0;01/01/2022
696;320218;PRONTO MED ADULTO;PI;15;0;3;0;2.171,09;0;0;6.513,28;6.513,28;6.513,28;0;0;12;0;9.465,11;0;0;113.581,27;113.581,27;113.581,27;0;0;120.094,55;120.094,55;0;0;01/02/2022
697;320218;PRONTO MED ADULTO;PI;12;0,0833;5;0;20.487,50;0;0;102.437,48;102.437,48;102.437,48;0;0;7;0,1429;5.317,87;37.225,12;1;37.225,12;37.225,12;37.225,12;0;0;139.662,60;139.662,60;0;0;01/03/2022
698;320218;PRONTO MED ADULTO;PI;12;0;3;0;62.244,65;0;0;186.733,94;186.733,94;186.733,94;0;0;9;0;7.523,75;0;0;67.713,76;67.713,76;67.713,76;0;0;254.447,70;254.447,70;0;0;01/04/2022
699;320218;PRONTO MED ADULTO;PI;7;0;3;0;15.509,45;0;0;46.528,35;46.528,35;46.528,35;0;0;4;0;24.216,90;0;0;96.867,60;96.867,60;96.867,60;0;0;143.395,95;143.395,95;0;0;01/05/2022
700;320218;PRONTO MED ADULTO;PI;17;0;7;0;19.831,99;0;0;138.823,94;138.823,94;138.823,94;0;0;10;0;19.243,56;0;0;192.435,61;193.122,24;192.435,61;686,63;0,36;331.946,18;331.259,55;686,63;0,21;01/06/2022
701;320110;PRONTO MED PEDIATRICO;PI;1;2;1;2;3.548,64;1.774,32;2;3.548,64;3.737,88;3.548,64;189,24;5,06;0;0;0;0;0;0;0;0;0;0;3.737,88;3.548,64;189,24;5,06;01/03/2022
702;42919;CASA DE SAUDE SAO LUCAS;RN;25;2,84;9;6,3333;13.552,57;2.139,88;57;121.973,09;123.778,81;121.973,09;1.805,72;1,46;16;0,875;22.930,50;26.206,29;14;366.888,03;367.904,00;366.888,03;1.015,97;0,28;491.682,81;488.861,12;2.821,69;0,57;01/01/2022
703;42919;CASA DE SAUDE SAO LUCAS;RN;18;4,6667;6;12;33.165,18;2.763,77;72;198.991,10;199.029,43;198.991,10;38,33;0,02;12;1;20.306,67;20.306,67;12;243.680,01;245.436,06;243.680,01;1.756,05;0,72;444.465,49;442.671,11;1.794,38;0,4;01/02/2022
704;42919;CASA DE SAUDE SAO LUCAS;RN;31;4,1613;7;11;40.932,32;3.721,12;77;286.526,25;287.123,33;286.526,25;597,08;0,21;24;2,1667;32.247,78;14.883,59;52;773.946,73;777.296,32;773.946,73;3.349,59;0,43;1.064.419,65;1.060.472,98;3.946,67;0,37;01/03/2022
705;42919;CASA DE SAUDE SAO LUCAS;RN;16;4,375;4;15,25;36.913,65;2.420,57;61;147.654,59;149.056,76;147.654,59;1.402,17;0,94;12;0,75;11.809,29;15.745,72;9;141.711,52;143.335,39;141.711,52;1.623,87;1,13;292.392,15;289.366,11;3.026,04;1,03;01/04/2022
706;42919;CASA DE SAUDE SAO LUCAS;RN;25;10,64;15;12,4;38.311,78;3.089,66;186;574.676,65;575.705,97;574.676,65;1.029,32;0,18;10;8;85.620,18;10.702,52;80;856.201,85;856.854,63;856.201,85;652,78;0,08;1.432.560,60;1.430.878,50;1.682,10;0,12;01/05/2022
707;42919;CASA DE SAUDE SAO LUCAS;RN;32;6,9063;17;11,2353;33.551,56;2.986,26;191;570.376,52;571.542,38;570.376,52;1.165,86;0,2;15;2;21.019,04;10.509,52;30;315.285,62;317.059,09;315.285,62;1.773,47;0,56;888.601,47;885.662,14;2.939,33;0,33;01/06/2022
708;312010;HOSP DO CORACAO DE NATAL;RN;16;2,4375;8;4,125;10.491,72;2.543,45;33;83.933,79;86.104,37;83.933,79;2.170,58;2,52;8;0,75;13.309,86;17.746,48;6;106.478,89;106.617,25;106.478,89;138,36;0,13;192.721,62;190.412,68;2.308,94;1,2;01/01/2022
709;312010;HOSP DO CORACAO DE NATAL;RN;17;1,5294;4;3;5.158,09;1.719,36;12;20.632,37;22.169,49;20.632,37;1.537,12;6,93;13;1,0769;19.716,42;18.308,10;14;256.313,46;264.266,44;256.313,46;7.952,98;3,01;286.435,93;276.945,83;9.490,10;3,31;01/02/2022
710;312010;HOSP DO CORACAO DE NATAL;RN;9;1;2;1,5;21.951,36;14.634,24;3;43.902,72;45.008,22;43.902,72;1.105,50;2,46;7;0,8571;24.434,30;28.506,68;6;171.040,10;179.033,93;171.040,10;7.993,83;4,46;224.042,15;214.942,82;9.099,33;4,06;01/03/2022
711;312010;HOSP DO CORACAO DE NATAL;RN;16;3,625;5;5,8;11.861,55;2.045,09;29;59.307,73;62.014,13;59.307,73;2.706,40;4,36;11;2,6364;46.707,67;17.716,70;29;513.784,41;517.679,11;513.784,41;3.894,70;0,75;579.693,24;573.092,14;6.601,10;1,14;01/04/2022
712;312010;HOSP DO CORACAO DE NATAL;RN;12;6,25;6;5,1667;24.396,08;4.721,82;31;146.376,46;151.024,69;146.376,46;4.648,23;3,08;6;7,3333;71.068,71;9.691,19;44;426.412,28;430.919,12;426.412,28;4.506,84;1,05;581.943,81;572.788,74;9.155,07;1,57;01/05/2022
713;312010;HOSP DO CORACAO DE NATAL;RN;14;2,6429;3;10,6667;24.573,29;2.303,75;32;73.719,87;75.471,43;73.719,87;1.751,56;2,32;11;0,4545;19.280,44;42.416,97;5;212.084,87;213.389,91;212.084,87;1.305,04;0,61;288.861,34;285.804,74;3.056,60;1,06;01/06/2022
714;439711;HOSPITAL PROMATER;RN;51;1,3922;24;1,9167;10.191,27;5.317,19;46;244.590,59;251.341,87;244.590,59;6.751,28;2,69;27;0,9259;15.025,43;16.227,46;25;405.686,52;426.939,86;405.686,52;21.253,34;4,98;678.281,73;650.277,11;28.004,62;4,13;01/01/2022
715;439711;HOSPITAL PROMATER;RN;48;0,7917;20;1,3;5.645,21;4.342,47;26;112.904,11;113.967,96;112.904,11;1.063,85;0,93;28;0,4286;8.890,49;20.744,47;12;248.933,66;252.700,31;248.933,66;3.766,65;1,49;366.668,27;361.837,77;4.830,50;1,32;01/02/2022
716;439711;HOSPITAL PROMATER;RN;60;1,8;30;3,4667;21.182,26;6.110,27;104;635.467,79;648.601,55;635.467,79;13.133,76;2,02;30;0,1333;6.859,58;51.446,85;4;205.787,41;209.616,85;205.787,41;3.829,44;1,83;858.218,40;841.255,20;16.963,20;1,98;01/03/2022
717;439711;HOSPITAL PROMATER;RN;32;3,1563;15;6,2667;72.925,47;11.637,04;94;1.093.882,00;1.150.845,25;1.093.882,00;56.963,25;4,95;17;0,4118;12.231,35;29.704,71;7;207.932,94;212.341,63;207.932,94;4.408,69;2,08;1.363.186,88;1.301.814,94;61.371,94;4,5;01/04/2022
718;439711;HOSPITAL PROMATER;RN;51;2,9804;25;6;19.114,67;3.185,78;150;477.866,78;499.167,94;477.866,78;21.301,16;4,27;26;0,0769;11.181,88;145.364,50;2;290.729,00;291.967,38;290.729,00;1.238,38;0,42;791.135,32;768.595,78;22.539,54;2,85;01/05/2022
719;439711;HOSPITAL PROMATER;RN;58;1,6552;31;2,6129;8.797,49;3.366,94;81;272.722,04;281.575,02;272.722,04;8.852,98;3,14;27;0,5556;15.349,92;27.629,86;15;414.447,83;417.914,59;414.447,83;3.466,76;0,83;699.489,61;687.169,87;12.319,74;1,76;01/06/2022
720;337510;HOSPITAL WILSON ROSADO;RN;27;1,6667;4;6,75;9.572,70;1.418,18;27;38.290,81;38.900,32;38.290,81;609,51;1,57;23;0,7826;7.240,27;9.251,46;18;166.526,23;166.868,32;166.526,23;342,09;0,21;205.768,64;204.817,04;951,6;0,46;01/01/2022
721;337510;HOSPITAL WILSON ROSADO;RN;16;1,5625;6;2,8333;3.040,15;1.072,99;17;18.240,88;18.266,62;18.240,88;25,74;0,14;10;0,8;4.723,62;5.904,53;8;47.236,21;47.305,63;47.236,21;69,42;0,15;65.572,25;65.477,09;95,16;0,15;01/02/2022
722;337510;HOSPITAL WILSON ROSADO;RN;22;2,1364;10;3,1;3.680,03;1.187,11;31;36.800,29;37.623,73;36.800,29;823,44;2,19;12;1,3333;4.039,46;3.029,59;16;48.473,49;48.575,11;48.473,49;101,62;0,21;86.198,84;85.273,78;925,06;1,07;01/03/2022
723;337510;HOSPITAL WILSON ROSADO;RN;32;2,125;11;4;5.108,84;1.277,21;44;56.197,23;56.342,20;56.197,23;144,97;0,26;21;1,1429;4.958,44;4.338,64;24;104.127,33;104.317,38;104.127,33;190,05;0,18;160.659,58;160.324,56;335,02;0,21;01/04/2022
724;337510;HOSPITAL WILSON ROSADO;RN;6;5,3333;1;21;23.873,22;1.136,82;21;23.873,22;24.018,56;23.873,22;145,34;0,61;5;2,2;16.730,26;7.604,67;11;83.651,32;83.727,93;83.651,32;76,61;0,09;107.746,49;107.524,54;221,95;0,21;01/06/2022
725;426113;NATAL HOSPITAL CENTER;RN;4;5,5;2;7;13.008,92;1.858,42;14;26.017,85;26.017,85;26.017,85;0;0;2;4;21.861,46;5.465,36;8;43.722,92;44.807,06;43.722,92;1.084,14;2,42;70.824,91;69.740,77;1.084,14;1,53;01/01/2022
726;426113;NATAL HOSPITAL CENTER;RN;2;2;0;0;0;0;0;0;0;0;0;0;2;2;37.013,62;18.506,81;4;74.027,25;78.638,06;74.027,25;4.610,81;5,86;78.638,06;74.027,25;4.610,81;5,86;01/02/2022
727;426113;NATAL HOSPITAL CENTER;RN;12;5,25;8;7,5;25.441,11;3.392,15;60;203.528,89;205.828,42;203.528,89;2.299,53;1,12;4;0,75;4.141,11;5.521,48;3;16.564,43;16.617,80;16.564,43;53,37;0,32;222.446,22;220.093,32;2.352,90;1,06;01/03/2022
728;426113;NATAL HOSPITAL CENTER;RN;8;2,5;6;3,3333;4.707,56;1.412,27;20;28.245,37;28.551,79;28.245,37;306,42;1,07;2;0;3.525,84;0;0;7.051,67;7.051,67;7.051,67;0;0;35.603,46;35.297,04;306,42;0,86;01/04/2022
729;426113;NATAL HOSPITAL CENTER;RN;16;6,5;9;11,3333;42.476,36;3.747,91;102;382.287,20;384.737,42;382.287,20;2.450,22;0,64;7;0,2857;29.455,93;103.095,76;2;206.191,52;206.687,03;206.191,52;495,51;0,24;591.424,45;588.478,72;2.945,73;0,5;01/05/2022
730;426113;NATAL HOSPITAL CENTER;RN;34;3,7941;23;5,1739;14.004,53;2.706,76;119;322.104,14;323.005,16;322.104,14;901,02;0,28;11;0,9091;11.652,52;12.817,78;10;128.177,76;128.544,16;128.177,76;366,4;0,29;451.549,32;450.281,90;1.267,42;0,28;01/06/2022
731;41718;CLINICA SANTA HELENA;SE;15;1,8667;3;4,6667;6.791,55;1.455,33;14;20.374,65;20.909,26;20.374,65;534,61;2,56;12;1,1667;5.296,01;4.539,44;14;63.552,14;64.598,70;63.552,14;1.046,56;1,62;85.507,96;83.926,79;1.581,17;1,85;01/01/2022
732;41718;CLINICA SANTA HELENA;SE;28;4,6429;11;10,0909;47.196,66;4.677,15;111;519.163,21;523.526,15;519.163,21;4.362,94;0,83;17;1,1176;5.414,26;4.844,34;19;92.042,42;93.778,45;92.042,42;1.736,03;1,85;617.304,60;611.205,63;6.098,97;0,99;01/02/2022
733;41718;CLINICA SANTA HELENA;SE;18;6,1667;5;19,4;76.808,19;3.959,19;97;384.040,97;389.836,54;384.040,97;5.795,57;1,49;13;1,0769;6.163,24;5.723,01;14;80.122,09;81.448,58;80.122,09;1.326,49;1,63;471.285,12;464.163,06;7.122,06;1,51;01/03/2022
734;41718;CLINICA SANTA HELENA;SE;21;4,6667;9;9,5556;35.296,49;3.693,82;86;317.668,41;321.800,26;317.668,41;4.131,85;1,28;12;1;6.373,90;6.373,90;12;76.486,81;82.916,13;76.486,81;6.429,32;7,75;404.716,39;394.155,22;10.561,17;2,61;01/04/2022
735;41718;CLINICA SANTA HELENA;SE;20;5,6;12;8,5833;31.444,21;3.663,40;103;377.330,57;383.850,61;377.330,57;6.520,04;1,7;8;1,125;6.257,99;5.562,66;9;50.063,90;53.930,89;50.063,90;3.866,99;7,17;437.781,50;427.394,47;10.387,03;2,37;01/05/2022
736;41718;CLINICA SANTA HELENA;SE;26;4,2692;12;8;33.979,67;4.247,46;96;407.756,04;414.397,63;407.756,04;6.641,59;1,6;14;1,0714;5.269,40;4.918,11;15;73.771,67;79.634,04;73.771,67;5.862,37;7,36;494.031,67;481.527,71;12.503,96;2,53;01/06/2022
737;290319;HOSPITAL PRIMAVERA;SE;54;5,7222;29;9,5862;74.755,36;7.798,22;278;2.167.905,35;2.213.412,91;2.167.905,35;45.507,56;2,06;25;1,24;26.677,58;21.514,18;31;666.939,48;696.964,87;666.939,48;30.025,39;4,31;2.910.377,78;2.834.844,83;75.532,95;2,6;01/01/2022
738;290319;HOSPITAL PRIMAVERA;SE;45;3,9556;24;6,2083;22.066,03;3.554,26;149;529.584,83;535.519,51;529.584,83;5.934,68;1,11;21;1,381;20.884,35;15.123,15;29;438.571,29;447.032,03;438.571,29;8.460,74;1,89;982.551,54;968.156,12;14.395,42;1,47;01/02/2022
739;290319;HOSPITAL PRIMAVERA;SE;39;3,4359;19;5,7895;23.160,24;4.000,40;110;440.044,53;445.496,44;440.044,53;5.451,91;1,22;20;1,2;26.701,94;22.251,62;24;534.038,83;536.534,68;534.038,83;2.495,85;0,47;982.031,12;974.083,36;7.947,76;0,81;01/03/2022
740;290319;HOSPITAL PRIMAVERA;SE;72;4,7361;49;6,1633;25.290,62;4.103,44;302;1.239.240,33;1.249.966,91;1.239.240,33;10.726,58;0,86;23;1,6957;31.298,33;18.457,99;39;719.861,53;724.264,42;719.861,53;4.402,89;0,61;1.974.231,33;1.959.101,86;15.129,47;0,77;01/04/2022
741;290319;HOSPITAL PRIMAVERA;SE;35;3,5714;19;5;24.445,46;4.889,09;95;464.463,82;510.420,03;464.463,82;45.956,21;9;16;1,875;39.107,47;20.857,32;30;625.719,49;629.464,22;625.719,49;3.744,73;0,59;1.139.884,25;1.090.183,31;49.700,94;4,36;01/05/2022
742;290319;HOSPITAL PRIMAVERA;SE;88;3,4659;60;4,5667;24.809,44;5.432,72;274;1.488.566,41;1.502.656,83;1.488.566,41;14.090,42;0,94;28;1,1071;20.349,29;18.380,01;31;569.780,18;573.367,08;569.780,18;3.586,90;0,63;2.076.023,91;2.058.346,59;17.677,32;0,85;01/06/2022
